GeneID,Entrez,Phylostrata
L3MBTL2,83746,5
L3MBTL3,84456,4
L3MBTL4,91133,4
LACC1,144811,1
LACE1,246269,1
LACRT,90070,14
LACTB,114294,1
LACTB2,51110,1
LAD1,3898,8
LAG3,3902,9
LAGE3,8270,2
LAIR1,3903,12
LAIR2,3904,15
LALBA,3906,11
LAMA1,284217,1
LAMA4,3910,1
LAMA5,3911,1
LAMB1,3912,4
LAMB2,3913,4
LAMB3,3914,8
LAMB4,22798,4
LAMC1,3915,1
LAMC2,3918,1
LAMP1,3916,4
LAMP2,3920,6
LAMP3,27074,10
LAMP5,24141,8
LAMTOR1,55004,4
LAMTOR2,28956,4
LAMTOR3,8649,2
LAMTOR4,389541,5
LAMTOR5,10542,5
LANCL1,10314,2
LANCL2,55915,2
LANCL3,347404,2
LAP3,51056,1
LAPTM4A,9741,5
LARGE,9215,2
LARP1B,55132,2
LARP4,113251,2
LARP4B,23185,6
LARP6,55323,2
LARP7,51574,2
LARS,51520,1
LARS2,23395,1
LAS1L,81887,2
LAT,27040,8
LAT2,7462,9
LATS1,9113,2
LATS2,26524,2
LAX1,54900,10
LAYN,143903,8
LBH,81606,8
LBP,3929,2
LBR,3930,2
LBX1,10660,5
LBX2,85474,11
LCA5,167691,5
LCA5L,150082,5
LCAT,3931,8
LCE3B,353143,13
LCE3C,353144,14
LCE3D,84648,15
LCE3E,353145,15
LCE4A,199834,14
LCE6A,448835,14
LCK,3932,8
LCLAT1,253558,2
LCMT1,51451,2
LCMT2,9836,2
LCN1,3933,10
LCN10,414332,11
LCN15,389812,8
LCN2,3934,11
LCN6,158062,12
LCN9,392399,12
LCOR,84458,8
LCORL,254251,6
LCP1,3936,2
LCP2,3937,5
LCT,3938,1
LCTL,197021,1
LDB1,8861,4
LDB2,9079,4
LDB3,11155,4
LDHA,3939,1
LDHAL6A,160287,1
LDHAL6B,92483,12
LDHB,3945,1
LDHC,3948,1
LDHD,197257,1
LDLR,3949,6
LDLRAD1,388633,9
LDLRAD2,401944,8
LDLRAD3,143458,8
LDLRAD4,753,6
LDLRAP1,26119,5
LDOC1,23641,12
LDOC1L,84247,12
LECT1,11061,8
LECT2,3950,5
LEF1,51176,8
LEFTY1,10637,7
LEFTY2,7044,7
LEKR1,389170,9
LELP1,149018,5
LEMD1,93273,11
LEMD2,221496,9
LEMD3,23592,4
LENEP,55891,12
LENG1,79165,2
LENG8,114823,2
LENG9,94059,3
LEO1,123169,2
LEP,3952,10
LEPR,3953,8
LEPRE1,64175,5
LEPREL1,55214,5
LEPREL4,10609,8
LEPROT,54741,2
LEPROTL1,23484,14
LETM1,3954,2
LETM2,137994,8
LFNG,3955,5
LGALS1,3956,8
LGALS12,85329,6
LGALS13,29124,14
LGALS14,56891,14
LGALS2,3957,8
LGALS3,3958,8
LGALS3BP,3959,8
LGALS4,3960,6
LGALS7,3963,10
LGALS7B,3963,10
LGALS8,3964,6
LGALS9,3965,6
LGALS9B,284194,6
LGALS9C,284194,6
LGALSL,29094,8
LGI1,9211,8
LGI2,55203,8
LGI3,203190,8
LGI4,163175,10
LGMN,5641,2
LGR4,55366,6
LGR5,8549,6
LGR6,59352,6
LGSN,51557,1
LHCGR,3973,4
LHFP,10186,4
LHFPL1,340596,4
LHFPL4,375323,5
LHFPL5,222662,8
LHPP,64077,4
LHX1,3975,4
LHX2,9355,5
LHX3,8022,6
LHX4,89884,6
LHX5,64211,4
LHX6,26468,6
LHX8,431707,5
LHX9,56956,4
LIAS,11019,1
LIF,3976,9
LIFR,3977,8
LIG1,3978,1
LIG3,3980,4
LIG4,3981,2
LILRA1,11024,11
LILRA2,11027,11
LILRA4,23547,11
LILRA5,353514,11
LILRA6,000,11
LILRB1,10859,11
LILRB3,11025,11
LILRB4,11006,9
LILRB5,10990,11
LIM2,3982,7
LIMA1,51474,2
LIMD1,8994,6
LIMD2,80774,8
LIME1,54923,12
LIMK1,3984,3
LIMK2,3985,3
LIMS1,3987,2
LIMS2,55679,2
LIMS3,000,16
LIN28A,79727,6
LIN28B,389421,6
LIN37,55957,4
LIN7A,8825,8
LIN7B,64130,4
LIN7C,55327,4
LINC00632,286411,15
LINC00998,000,6
LINGO1,84894,8
LINGO2,158038,8
LINGO3,645191,8
LINGO4,339398,11
LINS,55180,4
LIPA,3988,2
LIPC,3990,8
LIPE,3991,4
LIPF,8513,2
LIPG,9388,8
LIPH,200879,6
LIPI,149998,9
LIPJ,142910,12
LIPK,643414,2
LIPM,340654,2
LIPN,643418,11
LIPT1,51601,1
LIPT2,387787,1
LITAF,9516,2
LIX1,167410,8
LIX1L,128077,5
LL22NC03-63E9.3,000,15
LL22NC03-75H12.2,000,15
LLGL1,3996,4
LLGL2,3993,4
LLPH,84298,5
LMAN1,3998,2
LMAN1L,79748,10
LMAN2,10960,2
LMAN2L,81562,2
LMBR1,64327,4
LMBR1L,55716,4
LMBRD1,55788,2
LMBRD2,92255,2
LMCD1,29995,8
LMF1,64788,2
LMF2,91289,2
LMLN,89782,2
LMNA,4000,2
LMNB1,4001,2
LMNB2,84823,2
LMO1,4004,5
LMO2,4005,6
LMO4,8543,4
LMO7,4008,6
LMOD1,25802,8
LMOD2,442721,6
LMOD3,56203,8
LMTK2,22853,6
LMTK3,114783,8
LMX1A,4009,3
LMX1B,4010,5
LNP1,348801,8
LNX1,84708,6
LNX2,222484,6
LOH12CR1,118426,4
LOH12CR2,000,15
LONP1,9361,1
LONP2,83752,1
LONRF1,91694,2
LONRF2,164832,2
LONRF3,79836,5
LOR,4014,2
LOX,4015,8
LOXHD1,125336,2
LOXL2,4017,2
LOXL3,84695,2
LOXL4,84171,2
LPA,4018,2
LPAR2,9170,8
LPAR3,23566,8
LPCAT1,79888,2
LPCAT2,54947,2
LPCAT3,10162,4
LPCAT4,254531,2
LPGAT1,9926,6
LPHN1,22859,4
LPHN2,23266,4
LPIN1,23175,2
LPIN2,9663,2
LPIN3,64900,2
LPL,4023,8
LPO,4025,7
LPP,4026,5
LPPR1,54886,6
LPPR3,79948,8
LPPR4,9890,8
LPPR5,163404,6
LRAT,9227,8
LRBA,987,2
LRCH1,23143,6
LRCH2,57631,6
LRCH3,84859,5
LRCH4,4034,4
LRFN1,57622,8
LRFN2,57497,8
LRFN3,79414,8
LRFN4,78999,8
LRG1,116844,8
LRGUK,136332,2
LRIF1,55791,9
LRIG1,26018,4
LRIG2,9860,4
LRIG3,121227,4
LRIT1,26103,8
LRIT2,340745,6
LRIT3,345193,8
LRMP,4033,4
LRP1,4035,2
LRP10,26020,8
LRP11,84918,8
LRP12,29967,6
LRP1B,53353,2
LRP2,4036,2
LRP2BP,55805,4
LRP3,4037,6
LRP5,4041,2
LRP6,4040,2
LRP8,7804,6
LRPPRC,10128,4
LRR1,122769,4
LRRC1,55227,2
LRRC10,376132,8
LRRC10B,390205,8
LRRC14,9684,6
LRRC14B,389257,5
LRRC15,131578,6
LRRC16A,55604,2
LRRC16B,90668,2
LRRC17,10234,8
LRRC18,474354,8
LRRC19,64922,9
LRRC2,79442,8
LRRC20,55222,6
LRRC23,10233,2
LRRC25,126364,10
LRRC26,389816,9
LRRC27,80313,4
LRRC28,123355,4
LRRC29,26231,6
LRRC3,81543,8
LRRC30,339291,8
LRRC31,79782,2
LRRC32,2615,8
LRRC34,151827,2
LRRC36,55282,10
LRRC37A2,474170,9
LRRC37B,114659,9
LRRC39,127495,8
LRRC3C,100505591,11
LRRC4,64101,6
LRRC40,55631,2
LRRC42,115353,5
LRRC43,254050,4
LRRC45,201255,2
LRRC46,90506,2
LRRC47,57470,2
LRRC49,54839,2
LRRC4B,94030,6
LRRC4C,57689,6
LRRC52,440699,8
LRRC53,000,10
LRRC56,115399,2
LRRC57,255252,2
LRRC58,116064,4
LRRC59,55379,4
LRRC6,23639,2
LRRC61,65999,2
LRRC63,220416,4
LRRC66,339977,8
LRRC69,100130742,4
LRRC7,57554,5
LRRC70,100130733,12
LRRC71,149499,4
LRRC72,100506049,2
LRRC73,221424,4
LRRC8A,56262,5
LRRC8B,23507,5
LRRC8C,84230,5
LRRC8D,55144,5
LRRC8E,80131,5
LRRCC1,85444,2
LRRD1,401387,1
LRRFIP1,9208,8
LRRFIP2,9209,6
LRRIQ1,84125,4
LRRIQ3,127255,4
LRRIQ4,344657,9
LRRK1,79705,5
LRRK2,120892,5
LRRN1,57633,6
LRRN2,10446,6
LRRN3,54674,6
LRRN4,164312,9
LRRN4CL,221091,10
LRRTM1,347730,8
LRRTM2,26045,6
LRRTM3,347731,8
LRRTM4,80059,8
LRSAM1,90678,2
LRTM1,57408,8
LRTM2,654429,8
LRWD1,222229,5
LSAMP,4045,6
LSG1,55341,2
LSM1,27257,2
LSM10,84967,2
LSM11,134353,2
LSM14B,149986,2
LSM2,57819,2
LSM3,27258,1
LSM5,23658,1
LSM6,11157,1
LSM7,51690,2
LSMD1,84316,2
LSMEM1,286006,9
LSMEM2,132228,10
LSP1,4046,8
LSR,51599,8
LSS,4047,1
LST1,7940,16
LST3,000,7
LTA,4049,8
LTA4H,4048,2
LTB,4050,10
LTB4R,1241,8
LTBP1,4052,8
LTBP2,4053,8
LTBP3,4054,8
LTBP4,8425,8
LTBR,4055,8
LTC4S,4056,8
LTF,4057,8
LTK,4058,6
LTN1,26046,2
LTV1,84946,2
LUC7L,55692,2
LUC7L3,51747,2
LUM,4060,8
LURAP1,541468,8
LURAP1L,286343,8
LUZP1,7798,8
LUZP2,338645,8
LUZP4,51213,12
LXN,56925,8
LY6D,8581,8
LY6E,4061,9
LY6G5B,58496,12
LY6G5C,80741,12
LY6G6C,80740,11
LY6G6D,58530,10
LY6G6F,259215,13
LY6H,4062,12
LY6K,54742,13
LY86,9450,9
LY9,4063,9
LY96,23643,9
LYAR,55646,2
LYG1,129530,11
LYG2,254773,4
LYL1,4066,5
LYNX1,66004,12
LYPD2,137797,9
LYPD3,27076,10
LYPD4,147719,12
LYPD5,284348,11
LYPD6,130574,8
LYPD6B,130576,6
LYPLA2,11313,1
LYPLAL1,127018,4
LYRM1,57149,2
LYRM4,57128,2
LYRM5,144363,2
LYRM7,90624,2
LYRM9,201229,15
LYSMD1,388695,3
LYSMD2,256586,2
LYSMD3,116068,4
LYSMD4,145748,8
LYST,1130,4
LYVE1,10894,6
LYZ,4069,6
LYZL1,84569,6
LYZL2,119180,6
LYZL4,131375,10
LYZL6,57151,10
LZIC,84328,2
LZTFL1,54585,2
LZTR1,8216,2
LZTS1,11178,8
LZTS2,84445,6
LZTS3,9762,6
M1AP,130951,5
M6PR,4074,4
MAATS1,89876,2
MAB21L1,4081,5
MAB21L2,10586,5
MAB21L3,126868,8
MACC1,346389,7
MACF1,23499,4
MACROD1,28992,1
MACROD2,140733,1
MAD1L1,8379,2
MAD2L1,4085,2
MAD2L1BP,9587,4
MAD2L2,10459,2
MADCAM1,8174,11
MADD,8567,4
MAEA,10296,2
MAEL,84944,6
MAF,4094,5
MAF1,84232,2
MAFA,389692,8
MAFB,9935,4
MAFF,23764,9
MAFG,4097,5
MAFK,7975,6
MAGEA1,4100,15
MAGEA10,4109,12
MAGEA11,4110,14
MAGEA12,4111,15
MAGEA2,4101,14
MAGEA2B,4101,14
MAGEA3,4102,14
MAGEA6,4105,14
MAGEA8,4107,15
MAGEA9,4108,12
MAGEA9B,4108,12
MAGEB1,4112,12
MAGEB10,139422,12
MAGEB16,139604,12
MAGEB17,645864,12
MAGEB18,286514,12
MAGEB2,4113,12
MAGEB3,4114,12
MAGEB4,4115,12
MAGEB5,347541,12
MAGEB6,158809,14
MAGEC1,9947,15
MAGEC2,51438,14
MAGEC3,139081,15
MAGED1,9500,12
MAGED2,10916,2
MAGED4,81557,12
MAGED4B,81557,12
MAGEE1,57692,13
MAGEE2,139599,12
MAGEF1,64110,6
MAGEH1,28986,12
MAGI1,9223,4
MAGI2,9863,4
MAGI3,260425,4
MAGIX,79917,12
MAGOH,4116,2
MAGOHB,55110,2
MAGT1,84061,2
MAK,4117,2
MAK16,84549,2
MAL,4118,8
MALL,7851,9
MALRD1,000,4
MALSU1,115416,1
MALT1,10892,4
MAMDC2,256691,8
MAML1,9794,8
MAMLD1,10046,9
MAMSTR,284358,11
MAN1A1,4121,2
MAN1A2,10905,2
MAN1C1,57134,2
MAN2A1,4124,2
MAN2A2,4122,2
MAN2B1,4125,2
MAN2B2,23324,8
MAN2C1,4123,1
MANBA,4126,1
MANBAL,63905,6
MANEA,79694,2
MANEAL,149175,2
MANSC1,54682,9
MANSC4,100287284,11
MAOA,4128,1
MAOB,4129,1
MAP10,54627,4
MAP1A,4130,6
MAP1B,4131,6
MAP1LC3A,84557,4
MAP1LC3B,81631,8
MAP1LC3C,440738,4
MAP1S,55201,8
MAP2,4133,6
MAP2K1,5604,2
MAP2K2,5605,2
MAP2K3,5606,4
MAP2K4,6416,4
MAP2K5,5607,5
MAP2K6,5608,4
MAP3K1,4214,2
MAP3K10,4294,2
MAP3K11,4296,2
MAP3K13,9175,2
MAP3K15,389840,4
MAP3K19,80122,2
MAP3K2,10746,2
MAP3K3,4215,2
MAP3K4,4216,2
MAP3K5,4217,4
MAP3K6,9064,4
MAP3K7,6885,2
MAP3K7CL,56911,8
MAP3K8,1326,8
MAP4,4134,6
MAP4K2,5871,4
MAP4K3,8491,4
MAP4K4,9448,4
MAP6,4135,8
MAP6D1,79929,8
MAP7,9053,7
MAP7D1,55700,8
MAP7D2,256714,8
MAP7D3,79649,12
MAP9,79884,6
MAPK1,5594,2
MAPK11,5600,2
MAPK12,6300,8
MAPK13,5603,2
MAPK14,1432,2
MAPK15,225689,2
MAPK1IP1L,93487,9
MAPK3,5595,2
MAPK4,5596,8
MAPK6,5597,5
MAPK7,5598,2
MAPK8,5599,4
MAPK8IP1,9479,4
MAPK8IP2,23542,5
MAPK8IP3,23162,4
MAPK9,5601,4
MAPKAP1,79109,4
MAPKAPK2,9261,4
MAPKAPK3,7867,4
MAPKBP1,23005,2
MAPRE1,22919,2
MAPRE2,10982,2
MAPRE3,22924,2
MAPT,4137,6
MARC1,64757,1
MARC2,54996,1
MARCH1,55016,5
MARCH10,162333,10
MARCH11,441061,8
MARCH2,51257,2
MARCH3,115123,2
MARCH4,57574,5
MARCH5,54708,3
MARCH6,10299,2
MARCH7,64844,8
MARCH8,220972,5
MARCH9,92979,8
MARCKS,4082,8
MARCKSL1,65108,8
MARCO,8685,8
MARK1,4139,2
MARK2,2011,2
MARK3,4140,2
MARK4,57787,2
MARS,4141,1
MARS2,92935,1
MARVELD2,153562,8
MARVELD3,91862,8
MAS1,4142,9
MAS1L,116511,14
MASP1,5648,5
MASP2,10747,5
MAST1,22983,2
MAST2,23139,2
MAST3,23031,2
MAST4,375449,2
MASTL,84930,4
MAT1A,4143,1
MAT2A,4144,1
MAT2B,27430,1
MATN1,4146,5
MATN2,4147,7
MATN3,4148,8
MATN4,8785,8
MAU2,23383,2
MAVS,57506,8
MAX,4149,2
MAZ,4150,8
MB,4151,8
MB21D1,115004,8
MB21D2,151963,7
MBD1,4152,8
MBD2,8932,4
MBD3L1,85509,12
MBD3L2,125997,12
MBD3L3,653657,12
MBD3L4,653656,12
MBD3L5,284428,12
MBD4,8930,2
MBD5,55777,8
MBD6,114785,12
MBIP,51562,4
MBL2,4153,6
MBLAC1,255374,1
MBLAC2,153364,1
MBNL1,4154,4
MBNL2,10150,5
MBNL3,55796,8
MBOAT1,154141,2
MBOAT2,129642,2
MBOAT4,619373,8
MBOAT7,79143,4
MBP,4155,8
MBTPS1,8720,1
MBTPS2,51360,1
MC2R,4158,5
MC4R,4160,7
MC5R,4161,8
MCAM,4162,8
MCAT,27349,1
MCC,4163,4
MCCC1,56922,1
MCCC2,64087,1
MCCD1,401250,11
MCEE,84693,1
MCF2,4168,4
MCF2L,23263,4
MCF2L2,23101,4
MCFD2,90411,4
MCHR1,2847,8
MCL1,4170,4
MCM10,55388,2
MCM2,4171,1
MCM3,4172,2
MCM3AP,8888,2
MCM5,4174,2
MCM6,4175,2
MCM7,4176,2
MCM8,84515,1
MCM9,254394,2
MCMBP,79892,2
MCMDC2,157777,4
MCOLN1,57192,2
MCOLN2,255231,2
MCOLN3,55283,2
MCPH1,79648,4
MCRS1,10445,2
MCTP1,79772,2
MCTP2,55784,2
MCTS1,28985,1
MCU,90550,5
MCUR1,63933,2
MDC1,9656,4
MDFI,4188,8
MDFIC,29969,8
MDGA1,266727,7
MDGA2,161357,7
MDH1,4190,1
MDH1B,130752,4
MDH2,4191,1
MDM1,56890,4
MDM2,4193,4
MDM4,4194,8
MDN1,23195,1
MDP1,145553,1
MDS2,000,15
ME1,4199,1
ME2,4200,1
ME3,10873,1
MEA1,4201,4
MEAF6,64769,2
MECOM,2122,6
MECP2,4204,2
MECR,51102,1
MED1,5469,4
MED10,84246,2
MED11,400569,4
MED12,9968,4
MED12L,116931,4
MED13,9969,4
MED13L,23389,4
MED14,9282,4
MED15,51586,3
MED16,10025,4
MED17,9440,4
MED19,219541,4
MED20,9477,4
MED21,9412,4
MED22,6837,2
MED23,9439,4
MED24,9862,4
MED26,9441,4
MED27,9442,4
MED28,80306,4
MED29,55588,5
MED30,90390,4
MED31,51003,2
MED4,29079,3
MED6,10001,2
MED7,9443,2
MED8,112950,4
MED9,55090,6
MEDAG,84935,8
MEF2B,4207,10
MEF2C,4208,3
MEF2D,4209,2
MEFV,4210,11
MEGF10,84466,2
MEGF11,84465,2
MEGF8,1954,4
MEGF9,1955,8
MEGT1,259215,10
MEI1,150365,5
MEIG1,644890,4
MEIOB,64735,5
MEIS1,4211,4
MEIS2,4212,4
MEIS3,56917,12
MELK,9833,4
MEMO1,51072,1
MEOX1,4222,5
MEOX2,4223,6
MEP1A,4224,7
MEP1B,4225,5
MEPCE,56257,2
MEPE,56955,11
MERTK,10461,7
MESDC1,59274,8
MESDC2,23184,5
MESP1,55897,8
MESP2,145873,6
MEST,4232,4
MET,4233,6
METAP1,23173,1
METAP1D,254042,1
METAP2,10988,1
METRN,79006,6
METRNL,284207,5
METTL11B,149281,2
METTL13,51603,1
METTL14,57721,2
METTL15,196074,1
METTL16,79066,1
METTL17,64745,2
METTL18,92342,2
METTL20,254013,1
METTL21A,151194,1
METTL21B,25895,2
METTL21C,196541,8
METTL22,79091,2
METTL24,728464,7
METTL25,84190,2
METTL2A,339175,2
METTL2B,55798,2
METTL4,64863,2
METTL5,29081,1
METTL6,131965,2
METTL7A,25840,2
METTL7B,196410,2
METTL8,79828,2
METTL9,51108,2
MEX3B,84206,2
MEX3C,51320,6
MEX3D,399664,8
MFAP1,4236,2
MFAP2,4237,8
MFAP3,4238,9
MFAP3L,9848,8
MFAP4,4239,11
MFAP5,8076,8
MFF,56947,8
MFGE8,4240,4
MFHAS1,9258,2
MFI2,4241,4
MFN1,55669,1
MFN2,9927,1
MFNG,4242,8
MFRP,83552,8
MFSD1,64747,2
MFSD10,10227,1
MFSD11,79157,2
MFSD12,126321,1
MFSD2A,84879,1
MFSD2B,388931,8
MFSD3,113655,1
MFSD4,148808,5
MFSD5,84975,2
MFSD6,54842,2
MFSD6L,162387,7
MFSD7,84179,2
MFSD8,256471,2
MFSD9,84804,1
MGA,23269,8
MGAM,8972,2
MGAT1,4245,2
MGAT2,4247,2
MGAT3,4248,2
MGAT4A,11320,4
MGAT4B,11282,4
MGAT4C,25834,4
MGAT5,4249,5
MGAT5B,146664,8
MGC10955,000,15
MGEA5,10724,1
MGLL,11343,1
MGME1,92667,4
MGMT,4255,1
MGP,4256,8
MGRN1,23295,2
MGST1,4257,4
MGST2,4258,4
MGST3,4259,2
MIA,8190,8
MIA2,117153,8
MIA3,375056,6
MIB1,57534,5
MIB2,142678,5
MICA,100507436,12
MICAL1,64780,4
MICAL2,9645,4
MICAL3,57553,4
MICALCL,84953,9
MICALL1,85377,6
MICALL2,79778,2
MICB,4277,12
MICU1,10367,2
MICU2,221154,4
MICU3,286097,5
MID1IP1,58526,8
MID2,11043,6
MIDN,90007,4
MIEF1,54471,8
MIEF2,125170,9
MIEN1,84299,2
MIER1,57708,4
MIER2,54531,9
MIER3,166968,8
MIF,4282,2
MIF4GD,57409,6
MIIP,60672,9
MINA,84864,2
MINK1,50488,4
MINPP1,9562,2
MIOS,54468,2
MIOX,55586,2
MIP,4284,8
MIPEP,4285,2
MIPOL1,145282,4
MIS12,79003,4
MIS18A,54069,2
MIS18BP1,55320,2
MISP,126353,9
MITD1,129531,4
MITF,4286,4
MIXL1,83881,9
MKI67,4288,5
MKL1,57591,3
MKL2,57496,3
MKLN1,4289,3
MKNK1,8569,5
MKNK2,2872,5
MKRN1,23608,2
MKRN2,23609,2
MKRN3,7681,12
MKS1,54903,2
MKX,283078,6
MLANA,2315,8
MLC1,23209,8
MLEC,9761,2
MLF1,4291,4
MLF2,8079,2
MLH1,4292,1
MLH3,27030,2
MLIP,90523,9
MLK4,84451,2
MLKL,197259,7
MLLT1,4298,6
MLLT10,8028,2
MLLT11,10962,8
MLLT3,4300,4
MLLT4,4301,4
MLLT6,4302,2
MLN,4295,9
MLNR,2862,8
MLPH,79083,8
MLST8,64223,2
MLTK,51776,2
MLX,6945,3
MLXIP,22877,4
MLXIPL,51085,8
MLYCD,23417,2
MMAA,166785,1
MMAB,326625,1
MMADHC,27249,2
MMD,23531,1
MMD2,221938,1
MME,4311,1
MMEL1,79258,1
MMGT1,93380,2
MMP1,4312,9
MMP10,4319,2
MMP11,4320,8
MMP13,4322,8
MMP14,4323,5
MMP15,4324,5
MMP16,4325,5
MMP17,4326,5
MMP19,4327,8
MMP2,4313,7
MMP20,9313,2
MMP21,118856,8
MMP24,10893,5
MMP25,64386,8
MMP26,56547,12
MMP27,64066,9
MMP3,4314,2
MMP7,4316,9
MMP8,4317,11
MMP9,4318,7
MMRN1,22915,9
MMRN2,79812,8
MMS22L,253714,4
MN1,4330,8
MNAT1,4331,2
MND1,84057,2
MNDA,4332,12
MNS1,55329,2
MNT,4335,5
MNX1,3110,4
MOAP1,64112,13
MOB1A,55233,2
MOB1B,92597,2
MOB3A,126308,2
MOB3B,79817,2
MOB3C,148932,8
MOB4,25843,2
MOBP,4336,12
MOCOS,55034,2
MOCS1,4337,1
MOCS2,4338,1
MOCS3,27304,1
MOG,4340,10
MOGAT1,116255,2
MOGAT2,80168,2
MOGAT3,346606,10
MOGS,7841,2
MON1A,84315,2
MON1B,22879,2
MON2,23041,2
MORC1,27136,12
MORC2,22880,5
MORC4,79710,8
MORF4L1,10933,2
MORF4L2,9643,12
MORN1,79906,2
MORN2,729967,2
MORN3,283385,2
MORN4,118812,2
MORN5,254956,2
MOS,4342,4
MOSPD2,158747,2
MOSPD3,64598,12
MOV10,4343,2
MOV10L1,54456,2
MOXD1,26002,2
MPC1,51660,2
MPC2,25874,2
MPDU1,9526,2
MPDZ,8777,4
MPEG1,219972,5
MPG,4350,1
MPHOSPH10,10199,2
MPHOSPH6,10200,2
MPHOSPH8,54737,2
MPHOSPH9,10198,8
MPI,4351,1
MPL,4352,8
MPLKIP,136647,8
MPO,4353,7
MPP1,4354,8
MPP3,4356,4
MPP4,58538,8
MPP5,64398,5
MPP7,143098,4
MPPE1,65258,2
MPPED1,758,2
MPPED2,744,2
MPRIP,23164,6
MPST,4357,1
MPV17,4358,2
MPV17L,255027,6
MPZ,4359,8
MPZL1,9019,8
MPZL2,10205,8
MPZL3,196264,8
MR1,3140,8
MRAP2,112609,8
MRAS,22808,6
MRC1,4360,4
MRC1L1,101928757,4
MRC2,9902,4
MRE11A,4361,2
MRFAP1,93621,12
MRFAP1L1,114932,14
MRGBP,55257,3
MRGPRD,116512,10
MRGPRE,116534,11
MRGPRF,116535,11
MRGPRG,386746,12
MRGPRX2,117194,11
MRGPRX3,117195,10
MRGPRX4,117196,11
MRI1,84245,1
MRM1,79922,1
MRO,83876,10
MROH1,377711,2
MROH6,642475,11
MROH7,374977,11
MROH8,140699,10
MROH9,80133,10
MRP63,78988,4
MRPL1,65008,1
MRPL10,124995,4
MRPL11,65003,1
MRPL12,6182,1
MRPL13,28998,1
MRPL14,64928,5
MRPL15,29088,1
MRPL16,54948,1
MRPL17,63875,1
MRPL18,29074,4
MRPL19,9801,2
MRPL2,51069,1
MRPL20,55052,1
MRPL22,29093,1
MRPL23,6150,2
MRPL24,79590,1
MRPL3,11222,1
MRPL32,64983,5
MRPL34,64981,1
MRPL35,51318,6
MRPL36,64979,1
MRPL37,51253,4
MRPL38,64978,4
MRPL39,54148,6
MRPL4,51073,1
MRPL40,64976,4
MRPL41,64975,2
MRPL43,84545,2
MRPL44,65080,4
MRPL45,84311,2
MRPL46,26589,2
MRPL47,57129,2
MRPL48,51642,6
MRPL49,740,2
MRPL50,54534,6
MRPL51,51258,6
MRPL52,122704,5
MRPL53,116540,6
MRPL54,116541,2
MRPL9,65005,2
MRPS10,55173,4
MRPS11,64963,1
MRPS12,6183,1
MRPS14,63931,1
MRPS15,64960,1
MRPS16,51021,1
MRPS17,51373,6
MRPS18B,28973,4
MRPS18C,51023,1
MRPS2,51116,1
MRPS21,54460,4
MRPS22,56945,4
MRPS23,51649,4
MRPS24,64951,4
MRPS25,64432,4
MRPS26,64949,4
MRPS28,28957,4
MRPS31,10240,4
MRPS33,51650,4
MRPS34,65993,2
MRPS35,60488,4
MRPS36,92259,8
MRPS5,64969,2
MRPS6,64968,2
MRPS7,51081,1
MRPS9,64965,1
MRRF,92399,1
MRS2,57380,2
MRTO4,51154,2
MRVI1,10335,8
MS4A1,931,10
MS4A10,341116,13
MS4A12,54860,9
MS4A13,503497,13
MS4A14,84689,6
MS4A15,219995,10
MS4A18,000,15
MS4A2,2206,7
MS4A3,932,11
MS4A4A,51338,5
MS4A4E,643680,16
MS4A5,64232,11
MS4A6A,64231,12
MS4A6E,245802,15
MS4A8,83661,10
MSANTD1,345222,4
MSANTD2,79684,8
MSANTD3,91283,6
MSANTD4,84437,8
MSC,9242,9
MSGN1,343930,8
MSH2,4436,1
MSH3,4437,2
MSH4,4438,2
MSH5,4439,2
MSH6,2956,1
MSI1,4440,2
MSI2,124540,2
MSL1,339287,4
MSL2,55167,4
MSL3,10943,4
MSLNL,000,8
MSMB,4477,9
MSMO1,6307,2
MSMP,692094,7
MSN,4478,3
MSR1,4481,5
MSRA,4482,1
MSRB1,51734,4
MSRB3,253827,1
MSS51,118490,8
MST1,4485,8
MST1R,4486,6
MST4,51765,2
MSTN,2660,5
MSTO1,55154,2
MSX1,4487,6
MSX2,4488,5
MT1A,4489,8
MT1B,4490,8
MT1E,4493,15
MT1F,4494,15
MT1H,4496,8
MT2A,4502,8
MT3,4504,9
MT4,84560,10
MTA1,9112,4
MTA2,9219,4
MTA3,57504,4
MTBP,27085,5
MTCH1,23787,4
MTCH2,23788,4
MTDH,92140,6
MTERF,7978,8
MTERFD1,51001,2
MTERFD2,130916,6
MTERFD3,80298,8
MTF1,4520,5
MTF2,22823,4
MTFMT,123263,1
MTFP1,51537,2
MTFR2,113115,2
MTG1,92170,1
MTG2,26164,1
MTHFD1,4522,1
MTHFD1L,25902,1
MTHFD2,10797,1
MTHFD2L,441024,1
MTHFR,4524,1
MTHFS,10588,1
MTHFSD,64779,1
MTIF2,4528,1
MTIF3,219402,1
MTL5,9633,6
MTM1,4534,2
MTMR1,8776,2
MTMR10,54893,5
MTMR11,10903,8
MTMR12,54545,7
MTMR14,64419,4
MTMR2,8898,2
MTMR3,8897,2
MTMR4,9110,2
MTMR6,9107,2
MTMR7,9108,2
MTMR8,55613,2
MTMR9,66036,4
MTNR1A,4543,4
MTNR1B,4544,4
MTO1,25821,1
MTOR,2475,2
MTPAP,55149,4
MTPN,136319,2
MTR,4548,1
MTRF1,9617,1
MTRF1L,54516,1
MTRR,4552,2
MTSS1,9788,5
MTSS1L,92154,5
MTTP,4547,6
